"","X","Y","OBJECTID","LU","DESCR","Shape__Are","Shape__Len","xcoord","ycoord"
"13571",580376.12996,2850223.35376,77753,450,"Governmental/Public Administration (Other than Military or Penal).",87.76953,144.39464,580376.12996,2850223.35376
"13581",578414.02457,2850542.92742,78227,113,"Office Building.",1400.67578,152.02283,578414.02457,2850542.92742
"13587",579887.70908,2850836.62263,78633,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1969.19336,228.56402,579887.70908,2850836.62263
"13588",580446.04515,2849365.23483,78634,113,"Office Building.",4593.02148,285.8751,580446.04515,2849365.23483
"13598",580680.99591,2850766.45519,79113,450,"Governmental/Public Administration (Other than Military or Penal).",7885.70117,356.73258,580680.99591,2850766.45519
"13636",580740.08597,2851138.19794,81750,450,"Governmental/Public Administration (Other than Military or Penal).",32015.91602,714.8678,580740.08597,2851138.19794
"13650",580001.43863,2849804.49322,80354,113,"Office Building.",431.45898,84.85826,580001.43863,2849804.49322
"13652",580073.66384,2849207.86565,80369,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",729.10156,119.76931,580073.66384,2849207.86565
"13675",579232.31982,2848562.98114,84370,113,"Office Building.",4680.42188,291.5352,579232.31982,2848562.98114
"13691",579318.9639,2848630.29315,83177,113,"Office Building.",4440.69141,283.17047,579318.9639,2848630.29315
"13692",578471.82996,2850593.74739,83222,113,"Office Building.",1404.31055,150.82624,578471.82996,2850593.74739
"13743",580503.4492,2850758.39165,85038,450,"Governmental/Public Administration (Other than Military or Penal).",16260.97656,526.88323,580503.4492,2850758.39165
"13774",579766.9483,2849785.03014,88884,113,"Office Building.",1563.61719,160.35057,579766.9483,2849785.03014
"13780",580713.14042,2849777.09162,87051,113,"Office Building.",3111.25195,224.8553,580713.14042,2849777.09162
"13791",580440.76906,2849705.03924,87476,113,"Office Building.",1496.48047,162.04538,580440.76906,2849705.03924
"13819",579927.96401,2849096.4502,89869,113,"Office Building.",1499.32812,155.39723,579927.96401,2849096.4502
"13830",580502.38271,2849921.16437,90392,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",868.91016,135.23487,580502.38271,2849921.16437
"13831",580486.91363,2849893.50845,90407,113,"Office Building.",3847.54883,287.22562,580486.91363,2849893.50845
"13884",580357.71157,2849339.32948,93178,113,"Office Building.",831.92383,130.92266,580357.71157,2849339.32948
"13893",579665.35129,2848087.59397,93586,113,"Office Building.",2019.60352,204.70408,579665.35129,2848087.59397
"13895",579358.38432,2849842.44914,93598,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2484.19922,205.76659,579358.38432,2849842.44914
"13944",580372.46994,2850753.43099,96187,450,"Governmental/Public Administration (Other than Military or Penal).",8806.09375,362.98313,580372.46994,2850753.43099
"13946",579143.23177,2848489.7305,96299,113,"Office Building.",3472.19336,268.98234,579143.23177,2848489.7305
"13975",580409.99593,2851889.68028,97383,113,"Office Building.",148.16406,50.71551,580409.99593,2851889.68028
"13980",578520.09881,2849807.4711,97657,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",739.92969,121.02795,578520.09881,2849807.4711
"13981",579155.58821,2848522.05605,97780,113,"Office Building.",1000.1875,146.09587,579155.58821,2848522.05605
"13998",580199.05971,2850649.13063,98644,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",4517.67969,288.65372,580199.05971,2850649.13063
"13999",578632.34549,2850552.1894,98664,113,"Office Building.",817.19336,131.71665,578632.34549,2850552.1894
"14006",580290.10658,2850961.90086,100054,450,"Governmental/Public Administration (Other than Military or Penal).",8722.38281,375.35543,580290.10658,2850961.90086
"14010",580341.25677,2851852.05942,100170,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",404.49219,81.62595,580341.25677,2851852.05942
"14012",580362.25653,2851702.47984,100233,450,"Governmental/Public Administration (Other than Military or Penal).",766.14844,113.0328,580362.25653,2851702.47984
"14035",579122.93758,2848382.31509,99135,113,"Office Building.",1938.60938,173.49693,579122.93758,2848382.31509
"14095",580387.18045,2850829.15029,103116,450,"Governmental/Public Administration (Other than Military or Penal).",1676.6875,168.50596,580387.18045,2850829.15029
"14102",578744.36957,2849191.04378,103206,450,"Governmental/Public Administration (Other than Military or Penal).",2446.125,228.88096,578744.36957,2849191.04378
"14106",579951.15627,2850532.65554,103423,113,"Office Building.",2166.70508,195.30808,579951.15627,2850532.65554
"14131",579039.0831,2847822.63684,104686,450,"Governmental/Public Administration (Other than Military or Penal).",59483.6543,992.30232,579039.0831,2847822.63684
"14146",580703.70584,2849821.95343,105657,113,"Office Building.",2235.00195,192.7856,580703.70584,2849821.95343
"14152",580720.92141,2849084.01525,107033,113,"Office Building.",657.00977,109.11808,580720.92141,2849084.01525
"14170",579648.82764,2848882.76453,107849,113,"Office Building.",2206.08008,190.41693,579648.82764,2848882.76453
"14171",578701.046,2850215.64001,107875,113,"Office Building.",724.42578,121.0845,578701.046,2850215.64001
"14175",580494.08869,2851076.95372,109198,450,"Governmental/Public Administration (Other than Military or Penal).",17035.41992,533.88794,580494.08869,2851076.95372
"14223",578751.14207,2850786.60056,106807,113,"Office Building.",2017.04102,304.05669,578751.14207,2850786.60056
"14244",578782.40103,2849946.31044,111685,113,"Office Building.",743.81055,122.5523,578782.40103,2849946.31044
"14289",580476.98425,2850657.15297,112075,113,"Office Building.",5649.28711,379.99806,580476.98425,2850657.15297
"14294",578709.78085,2848179.57085,112419,113,"Office Building.",929.42578,123.69568,578709.78085,2848179.57085
"14296",578364.32533,2850474.62312,112532,113,"Office Building.",2206.36133,187.7634,578364.32533,2850474.62312
"14318",578743.72419,2850604.96664,115538,113,"Office Building.",407.97852,89.16182,578743.72419,2850604.96664
"14320",579736.87819,2849783.71482,115581,113,"Office Building.",1557.40234,160.09898,579736.87819,2849783.71482
"14332",579707.56257,2851107.80006,114319,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2860.58008,361.58853,579707.56257,2851107.80006
"14421",578496.51314,2850545.29432,117124,113,"Office Building.",800.72266,128.95541,578496.51314,2850545.29432
"14429",578471.7997,2848111.17528,117310,113,"Office Building.",5752.99023,369.74653,578471.7997,2848111.17528
"14470",580020.80195,2850116.97803,120108,450,"Governmental/Public Administration (Other than Military or Penal).",4487.25586,275.39323,580020.80195,2850116.97803
"14474",580376.44282,2849808.5342,120216,113,"Office Building.",1511.875,157.94972,580376.44282,2849808.5342
"14536",578696.10911,2848067.11638,118214,113,"Office Building.",530.89258,100.09891,578696.10911,2848067.11638
"14603",580450.32436,2851397.63257,121380,113,"Office Building.",10983.2832,419.24205,580450.32436,2851397.63257
"14616",578402.03569,2848162.40361,121567,113,"Office Building.",1915.35938,191.0923,578402.03569,2848162.40361
"14639",578471.12663,2849719.70128,122088,113,"Office Building.",952.30078,134.26667,578471.12663,2849719.70128
"14924",578806.32059,2848122.16757,127098,113,"Office Building.",1157.54688,162.52141,578806.32059,2848122.16757
"14991",581223.67421,2850954.80083,2425,113,"Office Building.",0.24219,34.01874,581223.67421,2850954.80083
"14993",578223.41258,2857071.15422,2456,450,"Governmental/Public Administration (Other than Military or Penal).",2647.52148,233.98683,578223.41258,2857071.15422
"15010",580531.28865,2853191.09267,2805,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2268.08008,191.32607,580531.28865,2853191.09267
"15011",575861.08252,2846646.22379,2834,450,"Governmental/Public Administration (Other than Military or Penal).",1432.9082,154.51554,575861.08252,2846646.22379
"15014",580377.49274,2853445.73919,2840,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2206.86719,203.49765,580377.49274,2853445.73919
"15017",580814.65863,2848894.99531,2873,113,"Office Building.",1963.83789,184.30763,580814.65863,2848894.99531
"15053",580489.79636,2857476.21266,1427,113,"Office Building.",1785.02344,169.48174,580489.79636,2857476.21266
"15072",581083.97381,2854465.6014,1677,113,"Office Building.",1510.88477,155.63031,581083.97381,2854465.6014
"15105",581313.76245,2853351.67426,245,113,"Office Building.",1890.08984,175.99549,581313.76245,2853351.67426
"15108",581218.1737,2850764.93439,301,113,"Office Building.",791.51953,129.14943,581218.1737,2850764.93439
"15125",581297.55652,2849841.85336,542,113,"Office Building.",13233.41406,531.00395,581297.55652,2849841.85336
"15140",580797.59078,2854965.88867,766,113,"Office Building.",1545.19141,160.42626,580797.59078,2854965.88867
"15166",579021.05485,2857162.07971,3177,113,"Office Building.",670.57031,112.02626,579021.05485,2857162.07971
"15171",576898.56079,2847065.73518,3237,113,"Office Building.",5786.55664,390.9934,576898.56079,2847065.73518
"15202",581086.55356,2850175.74792,3740,113,"Office Building.",11815.08789,569.96197,581086.55356,2850175.74792
"15236",580087.01752,2854049.50661,4190,450,"Governmental/Public Administration (Other than Military or Penal).",9073.01562,382.29073,580087.01752,2854049.50661
"15237",581165.17173,2853997.33435,4197,113,"Office Building.",5372.61719,370.29999,581165.17173,2853997.33435
"15240",580301.08183,2853579.69796,4229,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1404.7168,151.0517,580301.08183,2853579.69796
"15254",580646.7701,2853129.48945,4388,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6837.24414,331.19163,580646.7701,2853129.48945
"15274",576548.1349,2845921.6247,4590,113,"Office Building.",11001.08789,531.80359,576548.1349,2845921.6247
"15291",581216.79662,2849405.0127,4743,113,"Office Building.",1906.24023,190.52383,581216.79662,2849405.0127
"15303",580688.09656,2852817.53247,4849,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1237.24805,235.93144,580688.09656,2852817.53247
"15321",581332.15755,2853518.87867,7029,113,"Office Building.",1575.26562,158.92568,581332.15755,2853518.87867
"15322",579369.60755,2856983.39727,7035,113,"Office Building.",4269.12109,319.1808,579369.60755,2856983.39727
"15334",580136.99412,2854740.24054,7246,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1671.83789,168.04758,580136.99412,2854740.24054
"15339",581094.15889,2854116.93571,7300,113,"Office Building.",518.01758,95.22393,581094.15889,2854116.93571
"15348",581387.06974,2857231.16934,7393,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2283.05273,212.35255,581387.06974,2857231.16934
"15352",579341.99574,2855571.31474,7446,113,"Office Building.",1629.70703,162.84836,579341.99574,2855571.31474
"15363",580975.92977,2852610.98809,7568,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1525.63867,171.28658,580975.92977,2852610.98809
"15367",580570.65155,2853296.4266,7672,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5743.48047,364.02334,580570.65155,2853296.4266
"15372",576775.51586,2847014.64269,7745,450,"Governmental/Public Administration (Other than Military or Penal).",3552.45898,266.35952,576775.51586,2847014.64269
"15393",581733.42524,2857144.62662,6073,113,"Office Building.",880.51953,117.43366,581733.42524,2857144.62662
"15396",581676.64879,2856880.68852,6112,113,"Office Building.",1704.81641,166.12325,581676.64879,2856880.68852
"15418",580209.2963,2853540.99386,6344,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1425.98242,159.22648,580209.2963,2853540.99386
"15427",581234.60931,2852505.47351,6452,113,"Office Building.",3869.14453,250.6302,581234.60931,2852505.47351
"15434",574751.85737,2846920.72205,6563,113,"Office Building.",748.7793,111.99673,574751.85737,2846920.72205
"15450",581026.08411,2853408.67752,6846,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1770.67578,286.77837,581026.08411,2853408.67752
"15454",580161.56057,2853565.51936,6865,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1633.12891,171.59713,580161.56057,2853565.51936
"15494",581662.00773,2856861.15375,5552,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",912.59961,138.79964,581662.00773,2856861.15375
"15516",580106.77453,2856907.88699,5855,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1512.7793,153.28897,580106.77453,2856907.88699
"15526",580305.94429,2853314.46733,9120,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",390.45898,85.66735,580305.94429,2853314.46733
"15530",579936.00147,2853942.18814,9208,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4643.2168,357.6052,579936.00147,2853942.18814
"15535",579651.13281,2856312.82445,9257,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1499.3418,156.73203,579651.13281,2856312.82445
"15558",581609.83221,2849943.58388,9518,113,"Office Building.",19939.98242,855.32025,581609.83221,2849943.58388
"15574",581195.90116,2852450.46009,9760,450,"Governmental/Public Administration (Other than Military or Penal).",6020.81641,382.03681,581195.90116,2852450.46009
"15589",581546.9603,2856663.54867,8013,113,"Office Building.",859.74414,125.84933,581546.9603,2856663.54867
"15627",580147.19081,2856071.77807,8469,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",677.80078,106.87923,580147.19081,2856071.77807
"15636",580614.69776,2857222.73092,8650,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",499.31445,89.86898,580614.69776,2857222.73092
"15718",580453.24162,2853609.39338,11931,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5230.63477,362.60213,580453.24162,2853609.39338
"15725",579661.87062,2856374.15552,11995,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",619.75781,105.23595,579661.87062,2856374.15552
"15744",579739.18777,2853439.82042,10204,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1609.21094,160.43104,579739.18777,2853439.82042
"15747",581308.62812,2850927.01873,10256,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1165.14062,136.56155,581308.62812,2850927.01873
"15761",581232.69887,2852705.55891,10457,113,"Office Building.",3439.87305,262.64086,581232.69887,2852705.55891
"15765",579986.49202,2856389.33531,10540,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",812.80078,127.33035,579986.49202,2856389.33531
"15775",580773.54638,2855008.75162,10659,113,"Office Building.",1054.49609,129.90077,580773.54638,2855008.75162
"15797",581072.20701,2852583.06293,10902,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4055.45703,257.12888,581072.20701,2852583.06293
"15803",581105.61332,2854644.53859,10979,113,"Office Building.",673.48047,112.81482,581105.61332,2854644.53859
"15806",576554.2737,2846867.93997,12025,113,"Office Building.",1749.23242,172.62236,576554.2737,2846867.93997
"15851",574521.06892,2845538.86719,12703,113,"Office Building.",1695.9707,167.45875,574521.06892,2845538.86719
"15865",580975.60199,2856045.78499,12990,113,"Office Building.",0.36133,149.40336,580975.60199,2856045.78499
"15871",580284.69806,2854080.58792,13095,113,"Office Building.",2422.2207,197.08566,580284.69806,2854080.58792
"15913",581145.7686,2850589.64284,13577,113,"Office Building.",3811.92969,253.85561,581145.7686,2850589.64284
"15916",580809.81535,2851087.88274,13634,450,"Governmental/Public Administration (Other than Military or Penal).",146.21484,206.25725,580809.81535,2851087.88274
"15919",581106.25006,2854554.8263,13703,113,"Office Building.",3859.69531,267.29266,581106.25006,2854554.8263
"15985",580145.82034,2856098.71561,14619,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1285.0293,144.08833,580145.82034,2856098.71561
"15996",574455.83673,2845538.29161,14854,113,"Office Building.",586.37109,97.95522,574455.83673,2845538.29161
"16011",580311.63477,2853156.25358,15084,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",748.14844,109.46188,580311.63477,2853156.25358
"16024",580376.824,2853975.24428,15311,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2296.39453,192.00935,580376.824,2853975.24428
"16026",577753.92078,2855661.39998,15331,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",638.04297,109.69389,577753.92078,2855661.39998
"16042",580439.40386,2853503.9136,15509,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",320.25391,71.77841,580439.40386,2853503.9136
"16046",579732.50863,2853812.80931,15532,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9333.70703,476.98847,579732.50863,2853812.80931
"16053",580811.62144,2853385.27637,15652,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",856.45312,133.37929,580811.62144,2853385.27637
"16064",580914.56308,2853075.60237,15799,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3138.86914,228.51748,580914.56308,2853075.60237
"16072",579705.00032,2856381.79145,15908,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1887.50195,187.98862,579705.00032,2856381.79145
"16079",580134.12869,2857500.02717,15999,113,"Office Building.",863.75781,135.73106,580134.12869,2857500.02717
"16080",575636.51593,2845602.97947,16010,113,"Office Building.",1466.78711,155.74015,575636.51593,2845602.97947
"16102",581284.56495,2854082.12492,16273,113,"Office Building.",2052.82617,188.3319,581284.56495,2854082.12492
"16104",576139.3548,2845770.80697,16299,113,"Office Building.",1370.9668,150.40695,576139.3548,2845770.80697
"16158",580744.89663,2853956.97677,17074,342,"Industrial Intensive, Office type of use",892.54102,120.8587,580744.89663,2853956.97677
"16162",580664.62166,2856358.22564,17120,113,"Office Building.",534.63086,96.27196,580664.62166,2856358.22564
"16170",580114.85725,2856747.47095,17206,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1297.94727,144.76121,580114.85725,2856747.47095
"16174",581178.75272,2849853.74847,17221,113,"Office Building.",2226.30273,192.89791,581178.75272,2849853.74847
"16183",578190.41287,2856260.75222,17365,113,"Office Building.",475.05469,89.2645,578190.41287,2856260.75222
"16194",576830.73363,2845963.20521,17512,450,"Governmental/Public Administration (Other than Military or Penal).",23474.35352,713.54149,576830.73363,2845963.20521
"16204",581276.13531,2857220.61619,17598,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3079.11133,224.94945,581276.13531,2857220.61619
"16217",580053.21939,2853602.11987,17912,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",545.35352,96.86629,580053.21939,2853602.11987
"16224",579387.78813,2855817.08826,19008,113,"Office Building.",999.35547,124.29392,579387.78813,2855817.08826
"16260",579924.34396,2856322.3698,19438,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",796.29102,126.80343,579924.34396,2856322.3698
"16261",580649.89421,2853586.19839,19466,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",671.93359,116.33389,580649.89421,2853586.19839
"16267",576714.69765,2846998.97854,19557,113,"Office Building.",983.14062,141.34174,576714.69765,2846998.97854
"16295",581066.51609,2851227.63644,19940,450,"Governmental/Public Administration (Other than Military or Penal).",3454.6543,238.07823,581066.51609,2851227.63644
"16322",580866.87163,2853432.67869,18235,339,"Industrial Extensive",810.2793,132.07701,580866.87163,2853432.67869
"16352",581589.5834,2856863.07683,18621,113,"Office Building.",936.84375,131.38673,581589.5834,2856863.07683
"16383",580873.23319,2853962.54412,18956,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",752.17969,116.07251,580873.23319,2853962.54412
"16388",581086.98476,2857033.94344,21010,113,"Office Building.",701.24414,114.37377,581086.98476,2857033.94344
"16390",579311.27823,2856064.99041,21057,450,"Governmental/Public Administration (Other than Military or Penal).",0.39453,84.81831,579311.27823,2856064.99041
"16392",579726.19843,2854735.36542,21078,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9975.74609,487.52511,579726.19843,2854735.36542
"16411",579262.52557,2856659.16409,21342,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",3682.38672,302.02257,579262.52557,2856659.16409
"16416",580979.0049,2852180.42778,21413,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2082.82031,183.39845,580979.0049,2852180.42778
"16427",580978.5638,2854813.90313,21716,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",795.63477,120.78231,580978.5638,2854813.90313
"16429",580586.79462,2855175.45225,21732,113,"Office Building.",2345.88281,193.72545,580586.79462,2855175.45225
"16436",580367.05541,2853526.01504,21819,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7679.12695,524.3998,580367.05541,2853526.01504
"16468",576493.45346,2846561.12078,20194,113,"Office Building.",4454.51758,280.2687,576493.45346,2846561.12078
"16476",581219.00599,2857400.72768,20295,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8426.30664,438.33749,581219.00599,2857400.72768
"16488",581385.72525,2850877.30707,20461,113,"Office Building.",1325.47461,161.05418,581385.72525,2850877.30707
"16489",581307.6706,2856865.04832,20477,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",732.61328,114.07595,581307.6706,2856865.04832
"16494",579780.11665,2853394.591,20622,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1394.62891,156.91667,579780.11665,2853394.591
"16499",579312.19826,2856437.46275,20674,113,"Office Building.",1026.10742,128.28034,579312.19826,2856437.46275
"16514",581377.90888,2855941.96437,20869,113,"Office Building.",9828.79688,413.48031,581377.90888,2855941.96437
"16560",580737.2565,2852160.3918,22566,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",317.62305,83.22896,580737.2565,2852160.3918
"16576",580585.82372,2854955.83513,22735,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2341.41602,204.57213,580585.82372,2854955.83513
"16585",579094.36709,2856294.44641,22887,113,"Office Building.",1994.57617,190.59682,579094.36709,2856294.44641
"16593",580973.94581,2855017.54438,22967,113,"Office Building.",567.6875,98.75672,580973.94581,2855017.54438
"16608",580775.85407,2852388.37235,23122,450,"Governmental/Public Administration (Other than Military or Penal).",520.39648,96.05184,580775.85407,2852388.37235
"16625",580528.13657,2854790.13212,23402,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3567.76367,277.11464,580528.13657,2854790.13212
"16635",576474.82895,2847132.13055,23515,113,"Office Building.",1082.86523,131.7687,576474.82895,2847132.13055
"16647",575827.31921,2846698.4766,23708,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",76.35938,48.0977,575827.31921,2846698.4766
"16653",579242.81131,2857274.34588,23790,450,"Governmental/Public Administration (Other than Military or Penal).",6940.125,345.68028,579242.81131,2857274.34588
"16723",580611.4569,2854712.80895,25679,113,"Office Building.",912.82031,121.89267,580611.4569,2854712.80895
"16753",580874.85819,2853637.27845,26043,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1591.22266,162.60441,580874.85819,2853637.27845
"16763",580090.57753,2855313.60947,26191,450,"Governmental/Public Administration (Other than Military or Penal).",1227.51758,140.15018,580090.57753,2855313.60947
"16814",580378.48535,2853406.24815,26834,339,"Industrial Extensive",567.10938,99.0678,580378.48535,2853406.24815
"16820",574806.06776,2845700.09054,26989,450,"Governmental/Public Administration (Other than Military or Penal).",2372.60156,207.62504,574806.06776,2845700.09054
"16848",580343.70789,2853436.11835,24445,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",619.89258,104.11687,580343.70789,2853436.11835
"16865",580635.99632,2853410.78895,24610,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5843.08789,325.31496,580635.99632,2853410.78895
"16871",581144.4469,2854888.74643,24725,113,"Office Building.",883.00781,123.66454,581144.4469,2854888.74643
"16882",579881.89543,2854324.98155,24927,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3050.95508,242.15869,579881.89543,2854324.98155
"16898",580787.45889,2850746.38367,27230,113,"Office Building.",3826.68945,258.85602,580787.45889,2850746.38367
"16902",580168.13296,2854741.2889,27294,339,"Industrial Extensive",569.20117,99.95606,580168.13296,2854741.2889
"16906",577652.31299,2855181.93821,27375,450,"Governmental/Public Administration (Other than Military or Penal).",0.47852,88.21074,577652.31299,2855181.93821
"16935",580894.80573,2853694.55804,27731,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2534.66406,203.47777,580894.80573,2853694.55804
"16952",580629.32146,2854172.58939,28035,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3523.08203,261.96168,580629.32146,2854172.58939
"16974",580520.74781,2853595.90616,28392,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1725.99023,168.66643,580520.74781,2853595.90616
"16993",581041.39532,2857206.10246,28796,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2401.03906,204.0364,581041.39532,2857206.10246
"16996",580897.32258,2849024.94987,28854,113,"Office Building.",9243.9082,422.04024,580897.32258,2849024.94987
"17005",575808.37424,2846614.55192,28989,113,"Office Building.",2457.8125,199.42179,575808.37424,2846614.55192
"17021",581034.64567,2849124.43554,29207,113,"Office Building.",10019.36523,393.17078,581034.64567,2849124.43554
"17060",580118.71918,2853708.84804,29819,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3968.70508,277.79346,580118.71918,2853708.84804
"17075",581039.20971,2852355.30839,31070,450,"Governmental/Public Administration (Other than Military or Penal).",15337.57812,535.56958,581039.20971,2852355.30839
"17181",581220.03847,2853565.60249,30807,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4698.5,269.21604,581220.03847,2853565.60249
"17199",580201.3919,2854817.13054,32005,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",500.29492,91.20657,580201.3919,2854817.13054
"17254",580984.88842,2856943.86471,32810,450,"Governmental/Public Administration (Other than Military or Penal).",1508.12695,157.46774,580984.88842,2856943.86471
"17270",580342.92926,2853460.07938,33086,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1177.28906,137.49649,580342.92926,2853460.07938
"17275",581106.90768,2856855.927,33201,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",845.25195,117.59851,581106.90768,2856855.927
"17279",580938.50892,2849256.52078,33283,113,"Office Building.",12255.32812,504.33152,580938.50892,2849256.52078
"17286",581178.25163,2854730.41017,33404,113,"Office Building.",2967.3125,231.56433,581178.25163,2854730.41017
"17288",578170.08773,2846958.86375,33431,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",756.83203,114.94152,578170.08773,2846958.86375
"17301",576615.91733,2846948.31013,33547,113,"Office Building.",4335.04102,416.35785,576615.91733,2846948.31013
"17360",580986.88607,2855537.99062,36650,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1164.66016,133.4132,580986.88607,2855537.99062
"17374",574534.9876,2845405.33944,36796,450,"Governmental/Public Administration (Other than Military or Penal).",21341.33789,631.28062,574534.9876,2845405.33944
"17407",580562.82239,2852831.7905,35330,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6141.71289,315.17291,580562.82239,2852831.7905
"17409",580607.71161,2852066.19835,35340,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",0.73438,93.72464,580607.71161,2852066.19835
"17416",576760.7661,2846117.94552,35476,113,"Office Building.",16974.35547,571.34826,576760.7661,2846117.94552
"17468",580844.34163,2853961.00711,34220,339,"Industrial Extensive",887.45117,120.50658,580844.34163,2853961.00711
"17489",581047.80116,2849013.65756,34497,160,"Office/Business/Hotel/Residential. Substantial components of each use present,    Treated as any combination of the mentioned uses with a hotel as part of development.",19491.83984,557.60233,581047.80116,2849013.65756
