"","X","Y","OBJECTID","LU","DESCR","Shape__Are","Shape__Len","xcoord","ycoord"
"20683",580743.99175,2855087.42842,84367,113,"Office Building.",294.08008,84.64009,580743.99175,2855087.42842
"20690",580143.39457,2854611.30654,84418,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1524.50977,159.58203,580143.39457,2854611.30654
"20726",576206.80487,2845844.76106,84961,113,"Office Building.",8146.09766,375.29249,576206.80487,2845844.76106
"20728",581286.51514,2849916.35952,84966,113,"Office Building.",19616.57812,607.90037,581286.51514,2849916.35952
"20740",580429.73627,2853635.81686,83183,113,"Office Building.",2366.6582,194.85903,580429.73627,2853635.81686
"20744",581386.03578,2850504.20852,83218,113,"Office Building.",12325.45312,456.39281,581386.03578,2850504.20852
"20748",580589.77982,2852062.46048,83242,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",0.11523,35.94375,580589.77982,2852062.46048
"20756",581329.95446,2853236.68963,83385,113,"Office Building.",4664.18164,295.82489,581329.95446,2853236.68963
"20765",574961.85332,2846103.31108,83525,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1179.09766,137.38123,574961.85332,2846103.31108
"20771",580800.12517,2848954.34559,83589,113,"Office Building.",2841.93359,216.91836,580800.12517,2848954.34559
"20801",581285.37465,2855500.45618,82084,113,"Office Building.",17951.80273,683.29308,581285.37465,2855500.45618
"20807",580184.9521,2856453.72349,82111,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1642.49023,203.84672,580184.9521,2856453.72349
"20828",580911.66673,2850784.23806,82437,113,"Office Building.",3069.61719,284.66432,580911.66673,2850784.23806
"20830",581204.13396,2850612.66101,82485,113,"Office Building.",1592.4043,161.09853,581204.13396,2850612.66101
"20854",581079.4944,2849360.09568,82838,113,"Office Building.",3478.10156,248.86984,581079.4944,2849360.09568
"20881",581197.31939,2853347.75052,86236,113,"Office Building.",5031.79102,353.71721,581197.31939,2853347.75052
"20928",581264.92332,2849558.69188,86769,113,"Office Building.",8294.16406,374.05844,581264.92332,2849558.69188
"20964",580737.39306,2854796.04302,85208,113,"Office Building.",1930.14844,176.36619,580737.39306,2854796.04302
"20965",579771.51931,2854018.65411,85212,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",843.31836,133.22352,579771.51931,2854018.65411
"20972",579983.96002,2853413.35596,85309,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",37780.32031,969.55086,579983.96002,2853413.35596
"20978",581183.20718,2853298.03526,85339,113,"Office Building.",10302.50977,463.58807,581183.20718,2853298.03526
"20996",581289.31446,2853803.51145,85541,113,"Office Building.",2005.57227,203.90222,581289.31446,2853803.51145
"21000",580302.58785,2853420.20756,85601,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3819.66992,307.07496,580302.58785,2853420.20756
"21009",576837.67089,2845546.82899,85721,450,"Governmental/Public Administration (Other than Military or Penal).",11235.20703,567.56218,576837.67089,2845546.82899
"21017",580925.02192,2849117.90499,85925,113,"Office Building.",5286.22656,298.78828,580925.02192,2849117.90499
"21064",577840.25757,2855143.23554,88855,450,"Governmental/Public Administration (Other than Military or Penal).",613.05859,104.22988,577840.25757,2855143.23554
"21080",579484.80178,2856973.34649,87045,113,"Office Building.",654.6875,106.21666,579484.80178,2856973.34649
"21086",580534.79359,2853692.47989,87169,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1280.73242,142.95608,580534.79359,2853692.47989
"21091",580065.77883,2853363.53434,87243,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1983.39062,212.38013,580065.77883,2853363.53434
"21103",575653.39532,2845208.36282,87379,113,"Office Building.",778.75,136.4058,575653.39532,2845208.36282
"21120",581210.41138,2855032.4954,87642,113,"Office Building.",932.42188,129.32556,581210.41138,2855032.4954
"21192",578174.92313,2856260.16574,89709,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",460.60742,88.3837,578174.92313,2856260.16574
"21196",580131.80639,2852215.75899,89797,450,"Governmental/Public Administration (Other than Military or Penal).",7875.75781,395.19007,580131.80639,2852215.75899
"21220",575882.04022,2846788.29202,90238,113,"Office Building.",1390.91797,171.72478,575882.04022,2846788.29202
"21225",580262.62722,2852741.54135,90281,450,"Governmental/Public Administration (Other than Military or Penal).",0.64453,141.18289,580262.62722,2852741.54135
"21226",580004.31341,2853938.37692,90286,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6516.44336,491.69377,580004.31341,2853938.37692
"21228",581043.97103,2857024.04394,90314,345,"Industrial intensive, Commercial Condominium type of use",3306.92578,293.64607,581043.97103,2857024.04394
"21229",581326.59047,2856587.76505,90318,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2414.51562,230.68197,581326.59047,2856587.76505
"21244",580498.9367,2856343.96949,90595,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1371.53125,155.49962,580498.9367,2856343.96949
"21274",580560.80126,2852894.56667,91097,339,"Industrial Extensive",6087.90625,314.18731,580560.80126,2852894.56667
"21277",580573.71581,2854509.07383,91140,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1844.64258,169.56125,580573.71581,2854509.07383
"21288",578135.39174,2857067.49434,91311,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",830.50781,115.81766,578135.39174,2857067.49434
"21290",576251.1259,2846440.06542,91316,113,"Office Building.",1248.97852,144.59795,576251.1259,2846440.06542
"21298",578445.93067,2856328.23806,91394,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1698.57617,167.89078,578445.93067,2856328.23806
"21338",578794.20739,2857096.36871,91887,450,"Governmental/Public Administration (Other than Military or Penal).",7211.42969,486.97496,578794.20739,2857096.36871
"21339",580610.0128,2853983.52179,91901,113,"Office Building.",722.71484,120.86771,580610.0128,2853983.52179
"21361",580585.96836,2853633.53958,92254,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4217.8418,334.51559,580585.96836,2853633.53958
"21364",576504.50758,2846446.1788,92293,113,"Office Building.",2320.39258,229.70314,576504.50758,2846446.1788
"21385",580248.61636,2854906.78296,92643,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1029.05664,125.58393,580248.61636,2854906.78296
"21431",581365.8821,2850693.87026,93246,113,"Office Building.",9967.24805,401.99313,581365.8821,2850693.87026
"21439",576704.1607,2847076.05383,93357,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1114.39648,138.46581,576704.1607,2847076.05383
"21441",579182.00939,2857108.87146,93384,113,"Office Building.",1696.24805,222.63436,579182.00939,2857108.87146
"21456",580979.29446,2854796.89562,93578,113,"Office Building.",766.5,119.64294,580979.29446,2854796.89562
"21464",580291.41287,2854697.6008,93698,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1495.08008,158.58003,580291.41287,2854697.6008
"21466",581174.58321,2852662.88861,93730,113,"Office Building.",1895.32422,178.79418,581174.58321,2852662.88861
"21472",579978.62349,2853542.05393,93825,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2766.47656,230.80476,579978.62349,2853542.05393
"21488",580221.63907,2853636.00651,95034,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",424.85547,85.14748,580221.63907,2853636.00651
"21506",575721.6576,2845623.58804,95339,450,"Governmental/Public Administration (Other than Military or Penal).",8733,447.16066,575721.6576,2845623.58804
"21516",581256.29768,2856937.8967,95503,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",14768.63281,536.01461,581256.29768,2856937.8967
"21528",575365.72262,2846415.89724,95631,113,"Office Building.",4166.49609,299.95819,575365.72262,2846415.89724
"21543",580476.27046,2853116.2097,95846,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1420.31445,151.29945,580476.27046,2853116.2097
"21552",580097.04982,2852511.01066,95922,450,"Governmental/Public Administration (Other than Military or Penal).",23191.04883,762.27096,580097.04982,2852511.01066
"21560",581193.22528,2854349.18814,94024,113,"Office Building.",1484.46484,158.8214,581193.22528,2854349.18814
"21561",580909.9676,2851929.02084,94068,450,"Governmental/Public Administration (Other than Military or Penal).",4526.21289,273.40779,580909.9676,2851929.02084
"21578",580406.55433,2854702.66154,94269,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1121.66602,134.16813,580406.55433,2854702.66154
"21592",581062.3832,2849905.27259,94478,113,"Office Building.",13877.99023,492.46614,581062.3832,2849905.27259
"21595",576507.6341,2845752.67319,94505,113,"Office Building.",5455.17773,372.24401,576507.6341,2845752.67319
"21609",580741.52354,2853893.8443,94744,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",784.01172,127.76722,580741.52354,2853893.8443
"21630",580537.85555,2854047.69283,94969,113,"Office Building.",1615.74805,162.88334,580537.85555,2854047.69283
"21634",579255.73682,2855222.95932,96053,450,"Governmental/Public Administration (Other than Military or Penal).",661.15234,107.66223,579255.73682,2855222.95932
"21658",579369.83246,2856485.93595,96428,113,"Office Building.",1633.25,163.63945,579369.83246,2856485.93595
"21673",580575.5826,2855035.553,96639,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2888.33984,235.5356,580575.5826,2855035.553
"21684",580151.23242,2853675.19324,96744,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4956.79492,406.51424,580151.23242,2853675.19324
"21699",579941.44333,2853609.20867,96929,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8196.35938,430.66564,579941.44333,2853609.20867
"21712",581235.71494,2853429.37951,97059,113,"Office Building.",5097.88867,305.51542,581235.71494,2853429.37951
"21726",576397.0764,2846628.11916,97310,113,"Office Building.",720.77148,119.77398,576397.0764,2846628.11916
"21737",579757.6988,2853621.09867,97404,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",20090.61719,587.02506,579757.6988,2853621.09867
"21773",580743.17398,2852452.35919,98003,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",448.23242,86.25384,580743.17398,2852452.35919
"21777",576463.9768,2846627.58509,98040,113,"Office Building.",1957.9375,214.07775,576463.9768,2846627.58509
"21786",579371.13526,2856462.36557,98174,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",848.72266,130.13088,579371.13526,2856462.36557
"21790",579017.77507,2856293.33574,98204,113,"Office Building.",2514.25,231.87492,579017.77507,2856293.33574
"21798",581152.13212,2850157.81089,98334,113,"Office Building.",9287.61133,408.7254,581152.13212,2850157.81089
"21800",579263.13816,2857108.0532,98381,113,"Office Building.",4361.40625,266.33778,579263.13816,2857108.0532
"21811",581002.76426,2853798.12173,98523,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",977.1582,148.15369,581002.76426,2853798.12173
"21818",577682.05937,2856004.05071,98599,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1204.98242,139.2203,577682.05937,2856004.05071
"21838",576461.69471,2846701.51727,98950,113,"Office Building.",1934.54297,177.5921,576461.69471,2846701.51727
"21847",581220.88677,2856861.00364,100040,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3733.0625,279.07269,581220.88677,2856861.00364
"21852",580685.02614,2857238.1145,100125,450,"Governmental/Public Administration (Other than Military or Penal).",5071.26367,335.55245,580685.02614,2857238.1145
"21854",580805.88318,2851193.35821,100139,450,"Governmental/Public Administration (Other than Military or Penal).",156.18164,194.96069,580805.88318,2851193.35821
"21859",580644.3151,2855195.97255,100214,113,"Office Building.",1103.53906,130.64643,580644.3151,2855195.97255
"21868",581272.23257,2854111.9008,100314,113,"Office Building.",1150.83203,196.04286,581272.23257,2854111.9008
"21900",580720.40857,2853218.54669,100810,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",712.83984,113.9432,580720.40857,2853218.54669
"21902",575068.98113,2846411.45767,100839,113,"Office Building.",866.94336,131.32255,575068.98113,2846411.45767
"21916",580629.52143,2853054.82276,99065,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1456.66211,152.69653,580629.52143,2853054.82276
"21930",577929.17476,2856303.48024,99291,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1527.75195,159.98837,577929.17476,2856303.48024
"21940",580248.26677,2853352.79717,99434,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2130.12109,184.95012,580248.26677,2853352.79717
"21943",581622.64179,2849850.00755,99476,113,"Office Building.",4632.31445,309.22414,581622.64179,2849850.00755
"21954",580119.83216,2853953.6917,99642,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8424.78906,444.18694,580119.83216,2853953.6917
"22005",581322.59247,2855681.04065,101369,113,"Office Building.",8665.57422,448.58171,581322.59247,2855681.04065
"22034",581139.53812,2853849.90986,101747,113,"Office Building.",457.71484,89.89698,581139.53812,2853849.90986
"22068",580839.30078,2853410.20519,102334,339,"Industrial Extensive",5011.60742,311.2248,580839.30078,2853410.20519
"22089",578802.85072,2856276.70379,102544,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1825.24023,171.18061,578802.85072,2856276.70379
"22096",580756.42876,2850591.18171,102649,113,"Office Building.",1241.95898,141.14047,580756.42876,2850591.18171
"22115",580952.58812,2853910.47597,102905,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6304.09375,390.99409,580952.58812,2853910.47597
"22123",574944.66326,2844503.24348,103080,113,"Office Building.",828.63672,111.62201,574944.66326,2844503.24348
"22137",581121.50643,2857021.56675,103224,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3405.29492,263.26297,581121.50643,2857021.56675
"22153",579350.69795,2855535.84071,103428,113,"Office Building.",1080.68164,129.28874,579350.69795,2855535.84071
"22156",580932.55881,2853820.67768,103453,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",9309.67969,417.26122,580932.55881,2853820.67768
"22159",580897.15678,2857343.53904,103469,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2215.46875,188.25347,580897.15678,2857343.53904
"22167",579960.71887,2855667.63187,103589,450,"Governmental/Public Administration (Other than Military or Penal).",1842.86133,173.30193,579960.71887,2855667.63187
"22169",580765.54385,2850684.95233,103605,113,"Office Building.",1568.35352,160.70289,580765.54385,2850684.95233
"22223",580647.46728,2853689.66118,104379,113,"Office Building.",826.88086,123.80742,580647.46728,2853689.66118
"22230",579021.50352,2855980.99511,104470,450,"Governmental/Public Administration (Other than Military or Penal).",926.25977,131.19562,579021.50352,2855980.99511
"22241",580670.17045,2852157.49745,104715,450,"Governmental/Public Administration (Other than Military or Penal).",0.07812,46.07739,580670.17045,2852157.49745
"22244",580964.36456,2849394.62845,104761,113,"Office Building.",13440.81641,517.06183,580964.36456,2849394.62845
"22250",581238.13455,2853516.00271,104836,113,"Office Building.",1309.01562,144.86252,581238.13455,2853516.00271
"22273",579602.39446,2856371.816,105185,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",600.88477,102.18907,579602.39446,2856371.816
"22326",580533.59167,2853097.69927,105993,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",873.26758,126.68647,580533.59167,2853097.69927
"22342",580748.66828,2852493.71832,107362,450,"Governmental/Public Administration (Other than Military or Penal).",2760.79883,259.53001,580748.66828,2852493.71832
"22367",581014.43248,2855094.9855,107712,113,"Office Building.",348.87695,74.41603,581014.43248,2855094.9855
"22385",581001.09012,2856510.49857,107933,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1183.02148,143.96732,581001.09012,2856510.49857
"22387",575483.60752,2846497.59579,107954,113,"Office Building.",934.60938,171.80793,575483.60752,2846497.59579
"22402",580312.1326,2853631.28811,109226,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3543.76953,242.20922,580312.1326,2853631.28811
"22434",578245.31041,2856264.34598,109691,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1048.52148,130.06724,578245.31041,2856264.34598
"22471",580975.57938,2855802.14881,108186,450,"Governmental/Public Administration (Other than Military or Penal).",1654.38086,164.79219,580975.57938,2855802.14881
"22510",579341.44571,2855780.34044,108734,113,"Office Building.",1080.73047,129.30957,579341.44571,2855780.34044
"22532",580753.51568,2854949.44898,106052,113,"Office Building.",2784.90625,249.46688,580753.51568,2854949.44898
"22559",579637.8336,2857186.92205,106491,450,"Governmental/Public Administration (Other than Military or Penal).",1535.19531,153.73877,579637.8336,2857186.92205
"22571",579932.89055,2856383.37784,106665,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1195.125,135.58417,579932.89055,2856383.37784
"22581",580256.9843,2854662.1995,106796,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1266.50195,142.46094,580256.9843,2854662.1995
"22596",575981.67639,2846832.98473,106964,113,"Office Building.",1376.10156,154.13125,575981.67639,2846832.98473
"22611",576396.71924,2846559.28787,111216,113,"Office Building.",4747.73828,296.72147,576396.71924,2846559.28787
"22629",574757.21089,2846842.63993,111486,113,"Office Building.",2668.71875,222.55856,574757.21089,2846842.63993
"22637",576240.63214,2845750.81738,111687,113,"Office Building.",496.59961,92.46537,576240.63214,2845750.81738
"22641",580112.00482,2856591.14479,111751,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",562.63672,101.68052,580112.00482,2856591.14479
"22643",577697.99744,2855497.93391,111761,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",3442.63867,238.74017,577697.99744,2855497.93391
"22668",581218.46744,2849770.34416,110160,113,"Office Building.",3049.61719,244.75857,581218.46744,2849770.34416
"22675",581279.00098,2857474.13223,110268,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4037.30273,282.17575,581279.00098,2857474.13223
"22686",580983.34685,2855444.31629,110457,113,"Office Building.",406.42773,93.52054,580983.34685,2855444.31629
"22687",579893.87266,2856381.96393,110459,113,"Office Building.",600.66016,104.73038,579893.87266,2856381.96393
"22689",579468.70483,2857044.87882,110475,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",15222.80859,785.80397,579468.70483,2857044.87882
"22700",580890.25131,2857529.50811,110639,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1053.19531,137.19891,580890.25131,2857529.50811
"22723",580778.7538,2850789.66284,113001,113,"Office Building.",1753.45117,171.19888,580778.7538,2850789.66284
"22749",580366.32868,2853046.94357,113355,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1843.97852,208.99559,580366.32868,2853046.94357
"22771",581373.47698,2850871.83277,113689,113,"Office Building.",129.70703,199.77156,581373.47698,2850871.83277
"22772",580339.06503,2853684.49048,113692,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2164.58008,194.5563,580339.06503,2853684.49048
"22778",581413.0589,2856449.81328,113787,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1106.61133,164.1066,581413.0589,2856449.81328
"22836",580865.74386,2850560.64959,112665,113,"Office Building.",1381.57812,149.12787,580865.74386,2850560.64959
"22842",581072.40916,2857197.96136,112710,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1670.32617,167.16074,581072.40916,2857197.96136
"22859",580723.51339,2853279.87636,112954,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4331.24414,283.23455,580723.51339,2853279.87636
"22888",581107.21732,2849997.49213,115365,113,"Office Building.",9672.15234,393.65213,581107.21732,2849997.49213
"22926",581127.47906,2854118.53643,115882,113,"Office Building.",555.5,100.04662,581127.47906,2854118.53643
"22930",580939.8465,2856568.39769,115956,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",977.45312,125.06328,580939.8465,2856568.39769
"22931",580626.41893,2852141.54793,115970,450,"Governmental/Public Administration (Other than Military or Penal).",0.04492,19.23603,580626.41893,2852141.54793
"22960",580351.87223,2854700.26549,114366,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1654.53516,168.20527,580351.87223,2854700.26549
"22968",580915.23511,2853335.40852,114420,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1697.05664,168.62859,580915.23511,2853335.40852
"22974",581170.34868,2857230.27791,114481,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1602.41016,161.79472,581170.34868,2857230.27791
"22994",581132.2749,2850782.83721,114714,113,"Office Building.",5692.01562,311.48343,581132.2749,2850782.83721
"23001",580798.00083,2855180.76376,114819,113,"Office Building.",478.5,96.32676,580798.00083,2855180.76376
"23012",580742.78537,2853508.20186,114972,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",10591.92578,553.85109,580742.78537,2853508.20186
"23057",575838.33764,2846779.23036,116705,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1817.84375,170.76614,575838.33764,2846779.23036
"23132",580777.7872,2850507.35905,119383,113,"Office Building.",5375.38672,376.16597,580777.7872,2850507.35905
"23133",580898.45707,2853111.18094,119391,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",0.00391,1.30803,580898.45707,2853111.18094
"23147",580882.70151,2853124.79563,119478,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1088.51562,132.0376,580882.70151,2853124.79563
"23415",579136.42357,2857169.07351,120543,113,"Office Building.",2337.49609,211.51269,579136.42357,2857169.07351
"23419",580031.26009,2856391.04873,120576,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",769.24414,125.89435,580031.26009,2856391.04873
"23504",581029.44638,2850877.68135,118171,113,"Office Building.",826.0957,131.16345,581029.44638,2850877.68135
"23523",580482.68792,2853958.96168,118397,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",0.02734,17.17997,580482.68792,2853958.96168
"23540",580897.27955,2853434.01342,118618,339,"Industrial Extensive",814.87305,132.85037,580897.27955,2853434.01342
"23589",579959.31619,2853684.20396,121026,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",12086.41992,776.44997,579959.31619,2853684.20396
"23591",580905.10383,2853126.49646,121044,339,"Industrial Extensive",498.86523,93.96972,580905.10383,2853126.49646
"23618",580924.69957,2850022.60258,121318,160,"Office/Business/Hotel/Residential. Substantial components of each use present,    Treated as any combination of the mentioned uses with a hotel as part of development.",11690.25391,426.52877,580924.69957,2850022.60258
"23636",580073.57381,2853870.53749,121428,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",518.26758,95.34694,580073.57381,2853870.53749
"23659",579818.86107,2853721.59243,121596,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4068.01367,288.98736,579818.86107,2853721.59243
"23739",580751.49212,2850038.38663,122180,113,"Office Building.",829.55664,137.61225,580751.49212,2850038.38663
"23797",581356.58489,2850411.45204,122736,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",6535.82227,316.92449,581356.58489,2850411.45204
"23849",580731.03548,2856654.41048,124139,450,"Governmental/Public Administration (Other than Military or Penal).",457.62109,97.84524,580731.03548,2856654.41048
"23968",581519.70008,2852464.94385,123011,113,"Office Building.",645.03516,108.48224,581519.70008,2852464.94385
"24029",579696.22591,2853724.58842,123461,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4132.78516,374.40678,579696.22591,2853724.58842
"24060",580543.26485,2853618.52161,123693,113,"Office Building.",6725.93164,437.10265,580543.26485,2853618.52161
"24094",581254.95389,2857028.60034,123963,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",15951.47266,577.82057,581254.95389,2857028.60034
"24130",578912.51497,2856271.96388,125210,113,"Office Building.",3058.05469,273.53902,578912.51497,2856271.96388
"24158",576051.28165,2846807.84914,125409,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2767.48047,219.33321,576051.28165,2846807.84914
"24160",574709.11165,2846152.93086,125423,450,"Governmental/Public Administration (Other than Military or Penal).",230.78711,241.69227,574709.11165,2846152.93086
"24189",580930.21931,2849916.04878,125752,160,"Office/Business/Hotel/Residential. Substantial components of each use present,    Treated as any combination of the mentioned uses with a hotel as part of development.",11636.82812,433.32217,580930.21931,2849916.04878
"24270",578086.17722,2855505.53311,126347,450,"Governmental/Public Administration (Other than Military or Penal).",5644.87305,295.6035,578086.17722,2855505.53311
"24301",580143.62421,2853873.88357,126550,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1074.03711,131.25162,580143.62421,2853873.88357
"24302",580910.11087,2851328.85998,126552,113,"Office Building.",1673.41406,165.73932,580910.11087,2851328.85998
"24311",580796.45484,2856413.37569,126613,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3270.98047,290.34441,580796.45484,2856413.37569
"24335",575136.54658,2846299.58402,126836,450,"Governmental/Public Administration (Other than Military or Penal).",7764.75,371.91828,575136.54658,2846299.58402
"24408",580745.52964,2851805.40706,128361,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3226.36914,243.21933,580745.52964,2851805.40706
"24426",579861.30612,2854670.15461,127072,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2637.72266,206.12262,579861.30612,2854670.15461
"24475",580782.74445,2849909.99421,127402,160,"Office/Business/Hotel/Residential. Substantial components of each use present,    Treated as any combination of the mentioned uses with a hotel as part of development.",16331.5957,529.05689,580782.74445,2849909.99421
"24575",579933.60017,2858218.45515,1026,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8201.57227,596.44636,579933.60017,2858218.45515
"24616",581348.08903,2857899.68173,712,342,"Industrial Intensive, Office type of use",1266.39648,143.20128,581348.08903,2857899.68173
"24631",579025.49823,2858181.39,3163,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1558.19141,156.84813,579025.49823,2858181.39
"24664",578113.2037,2858015.91521,4588,450,"Governmental/Public Administration (Other than Military or Penal).",2888.48438,251.13965,578113.2037,2858015.91521
"24669",582299.4286,2858933.0351,7079,113,"Office Building.",841.72461,123.72246,582299.4286,2858933.0351
"24704",579950.97826,2858836.9951,6949,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1713.24609,165.36404,579950.97826,2858836.9951
"24712",580972.5384,2858103.07448,5508,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",20772.58789,644.12772,580972.5384,2858103.07448
"24724",580798.74198,2858820.64199,5990,113,"Office Building.",536.55469,97.11063,580798.74198,2858820.64199
"24736",581198.50525,2858934.03718,9477,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4689.04688,288.6689,581198.50525,2858934.03718
"24740",580960.36938,2858375.92675,9623,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",13839.71875,499.19396,580960.36938,2858375.92675
"24742",581344.79264,2857959.00002,9737,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3932.41797,280.06741,581344.79264,2857959.00002
"24761",579327.0863,2858121.15318,8742,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6657.12695,362.73716,579327.0863,2858121.15318
"24762",581696.23814,2859311.70862,8746,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",913.5918,126.80347,581696.23814,2859311.70862
"24774",579297.9346,2857807.81997,11086,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",845.44141,117.72548,579297.9346,2857807.81997
